timestamp,cpu_time,time (s),T(t) (K),P(t) (Pa),Kinetic En. (n.u.),Potential En. (n.u.),Total En. (n.u.)
1651427249, 53614.0000, 3.2040e-12, 1496.97778666, 221562310.81894845, 0.00000000, 47556193.33412508, 47556193.33412508 
1651427250, 57438.0000, 3.2300e-12, 1494.04092385, 6643814.88186602, 0.00000000, 12715499.06438205, 12715499.06438205 
1651427251, 54355.0000, 3.2580e-12, 1493.47034012, 0.00000000, 0.00000000, 1483022.40003260, 1483022.40003260 
1651427252, 56612.0000, 3.2860e-12, 1493.42418201, 43113595.39996027, 0.00000000, 23907.57008434, 23907.57008434 
1651427253, 55604.0000, 3.3120e-12, 1493.53201133, 12595835.20763803, 0.00000000, 7523.93180843, 7523.93180843 
1651427254, 57791.0000, 3.3380e-12, 1491.24542203, 0.00000000, 0.00000000, 32695.50659505, 32695.50659505 
1651427255, 57401.0000, 3.3660e-12, 1494.28215473, 54645041.85652830, 0.00000000, 120909.93608502, 120909.93608502 
1651427256, 57266.0000, 3.3920e-12, 1489.13432904, 0.00000000, 0.00000000, 226672034.87702426, 226672034.87702426 
1651427257, 58539.0000, 3.4180e-12, 1495.82450130, 0.00000000, 0.00000000, 705458.07363248, 705458.07363248 
1651427258, 57609.0000, 3.4460e-12, 1488.40869423, 0.00000000, 0.00000000, 202984.68532228, 202984.68532228 
1651427259, 55580.0000, 3.4720e-12, 1496.71035097, 79159785.77639982, 0.00000000, 618412.23805373, 618412.23805373 
1651427260, 54061.0000, 3.5000e-12, 1491.96723695, 0.00000000, 0.00000000, 117417.90351875, 117417.90351875 
1651427261, 53782.0000, 3.5260e-12, 1496.63606067, 0.00000000, 0.00000000, 366370.76317612, 366370.76317612 
1651427262, 54913.0000, 3.5540e-12, 1492.52541761, 0.00000000, 0.00000000, 3049521620.36126184, 3049521620.36126184 
1651427263, 58957.0000, 3.5820e-12, 1496.12243143, 0.00000000, 0.00000000, 3783.23966564, 3783.23966564 
1651427264, 54322.0000, 3.6080e-12, 1495.20611411, 77037227.39943439, 0.00000000, 1738575.76286148, 1738575.76286148 
1651427265, 51239.0000, 3.6360e-12, 1496.01686645, 0.00000000, 0.00000000, 17417787.60283550, 17417787.60283550 
1651427266, 55782.0000, 3.6620e-12, 1496.63410135, 0.00000000, 0.00000000, 37262.10006034, 37262.10006034 
1651427267, 57779.0000, 3.6900e-12, 1495.33323752, 0.00000000, 0.00000000, 1099869.73736668, 1099869.73736668 
1651427268, 59835.0000, 3.7180e-12, 1495.09802262, 132482686.09215532, 0.00000000, 3596119.24265878, 3596119.24265878 
1651427269, 61466.0000, 3.7440e-12, 1490.98779755, 0.00000000, 0.00000000, 296805.66034892, 296805.66034892 
1651427270, 61386.0000, 3.7720e-12, 1494.23174941, 0.00000000, 0.00000000, 12534.88344644, 12534.88344644 
1651427271, 58285.0000, 3.7980e-12, 1496.21382323, 136020212.69390744, 0.00000000, 35671.42283033, 35671.42283033 
1651427272, 55779.0000, 3.8260e-12, 1493.64649860, 0.00000000, 0.00000000, 7259099.28522581, 7259099.28522581 
1651427273, 58715.0000, 3.8520e-12, 1496.63676275, 16638719.70748348, 0.00000000, 3322557.39665113, 3322557.39665113 
1651427274, 59062.0000, 3.8800e-12, 1494.20852807, 0.00000000, 0.00000000, 2648.96050291, 2648.96050291 
1651427275, 50977.0000, 3.9060e-12, 1496.20820901, 0.00000000, 0.00000000, 28624.28136158, 28624.28136158 
1651427276, 52786.0000, 3.9340e-12, 1495.33858569, 0.00000000, 0.00000000, 440.57486135, 440.57486135 
1651427277, 54240.0000, 3.9600e-12, 1496.73980147, 0.00000000, 0.00000000, 19.16371158, 19.16371158 
1651427278, 56161.0000, 3.9860e-12, 1493.12522497, 15449537.02385447, 0.00000000, 34919.85343812, 34919.85343812 
1651427279, 51905.0000, 4.0140e-12, 1493.68109694, 132445098.93939549, 0.00000000, 23274.78729917, 23274.78729917 
1651427280, 57568.0000, 4.0400e-12, 1497.01640174, 6846435.51859474, 0.00000000, 12254.88805031, 12254.88805031 
1651427281, 56960.0000, 4.0680e-12, 1494.66927376, 24440814.92520095, 0.00000000, 4642.00868900, 4642.00868900 
1651427282, 55736.0000, 4.0940e-12, 1493.02505088, 0.00000000, 0.00000000, 23240.87344039, 23240.87344039 
1651427283, 58385.0000, 4.1200e-12, 1495.34932727, 0.00000000, 0.00000000, 12870483.13520954, 12870483.13520954 
